"STATION","NAME","DATE","HLY-DEWP-NORMAL","HLY-TEMP-NORMAL"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-04T15:00:00","32.3","50.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-04T16:00:00","32.2","49.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-04T17:00:00","32.6","47.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-04T18:00:00","33.0","44.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-04T19:00:00","33.1","43.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-04T20:00:00","33.1","41.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-04T21:00:00","32.9","41.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-04T22:00:00","32.6","40.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-04T23:00:00","32.2","39.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T00:00:00","32.2","38.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T01:00:00","31.9","37.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T02:00:00","31.7","37.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T03:00:00","31.5","36.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T04:00:00","31.3","36.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T05:00:00","31.0","36.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T06:00:00","30.7","35.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T07:00:00","30.8","35.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T08:00:00","32.5","38.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T09:00:00","32.9","41.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T10:00:00","32.7","44.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T11:00:00","32.3","47.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T12:00:00","32.1","49.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T13:00:00","32.0","50.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T14:00:00","31.8","50.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T15:00:00","31.6","50.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T16:00:00","31.6","49.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T17:00:00","31.9","46.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T18:00:00","32.4","44.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T19:00:00","32.6","42.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T20:00:00","32.5","41.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T21:00:00","32.4","40.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T22:00:00","32.2","39.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-05T23:00:00","31.9","38.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T00:00:00","31.8","38.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T01:00:00","31.6","37.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T02:00:00","31.4","37.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T03:00:00","31.3","36.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T04:00:00","31.1","36.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T05:00:00","30.8","35.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T06:00:00","30.6","35.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T07:00:00","30.6","35.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T08:00:00","32.2","38.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T09:00:00","32.6","41.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T10:00:00","32.4","44.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T11:00:00","32.0","46.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T12:00:00","31.8","48.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T13:00:00","31.8","49.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T14:00:00","31.5","50.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T15:00:00","31.4","49.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T16:00:00","31.4","48.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T17:00:00","31.8","45.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T18:00:00","32.2","43.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T19:00:00","32.4","42.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T20:00:00","32.3","41.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T21:00:00","32.2","40.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T22:00:00","32.0","39.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-06T23:00:00","31.7","38.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T00:00:00","31.5","37.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T01:00:00","31.4","37.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T02:00:00","31.2","36.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T03:00:00","31.1","36.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T04:00:00","30.9","35.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T05:00:00","30.6","35.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T06:00:00","30.3","35.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T07:00:00","30.4","35.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T08:00:00","32.1","37.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T09:00:00","32.4","41.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T10:00:00","32.3","43.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T11:00:00","31.9","46.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T12:00:00","31.9","48.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T13:00:00","31.8","49.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T14:00:00","31.7","49.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T15:00:00","31.5","49.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T16:00:00","31.5","48.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T17:00:00","31.9","45.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T18:00:00","32.2","43.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T19:00:00","32.4","42.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T20:00:00","32.3","40.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T21:00:00","32.2","40.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T22:00:00","32.1","39.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-07T23:00:00","31.7","38.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T00:00:00","31.3","37.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T01:00:00","31.3","37.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T02:00:00","31.2","36.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T03:00:00","31.1","36.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T04:00:00","30.9","36.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T05:00:00","30.6","35.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T06:00:00","30.4","35.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T07:00:00","30.4","35.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T08:00:00","32.0","37.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T09:00:00","32.3","40.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T10:00:00","32.3","43.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T11:00:00","31.9","46.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T12:00:00","31.8","47.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T13:00:00","31.7","48.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T14:00:00","31.5","49.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T15:00:00","31.4","49.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T16:00:00","31.4","47.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T17:00:00","31.6","45.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T18:00:00","32.0","43.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T19:00:00","32.1","41.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T20:00:00","32.1","40.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T21:00:00","32.0","39.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T22:00:00","31.8","39.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-08T23:00:00","31.5","38.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T00:00:00","30.9","37.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T01:00:00","31.1","37.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T02:00:00","31.0","36.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T03:00:00","30.8","36.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T04:00:00","30.7","35.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T05:00:00","30.3","35.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T06:00:00","30.2","35.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T07:00:00","30.2","35.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T08:00:00","31.7","37.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T09:00:00","32.0","40.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T10:00:00","31.9","43.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T11:00:00","31.5","45.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T12:00:00","31.5","47.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T13:00:00","31.3","48.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T14:00:00","31.3","48.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T15:00:00","31.1","48.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T16:00:00","31.0","47.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T17:00:00","31.3","44.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T18:00:00","31.6","42.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T19:00:00","31.7","41.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T20:00:00","31.6","40.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T21:00:00","31.5","39.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T22:00:00","31.3","38.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-09T23:00:00","31.0","38.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T00:00:00","30.2","37.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T01:00:00","30.6","36.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T02:00:00","30.5","36.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T03:00:00","30.4","35.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T04:00:00","30.2","35.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T05:00:00","29.9","35.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T06:00:00","29.7","34.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T07:00:00","29.7","34.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T08:00:00","31.2","37.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T09:00:00","31.6","40.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T10:00:00","31.5","42.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T11:00:00","31.0","45.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T12:00:00","31.0","46.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T13:00:00","30.9","47.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T14:00:00","30.8","48.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T15:00:00","30.7","48.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T16:00:00","30.7","46.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T17:00:00","30.9","44.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T18:00:00","31.1","42.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T19:00:00","31.2","40.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T20:00:00","31.2","39.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T21:00:00","31.0","39.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T22:00:00","30.8","38.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-10T23:00:00","30.5","37.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T00:00:00","29.7","36.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T01:00:00","30.2","36.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T02:00:00","30.1","35.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T03:00:00","29.9","35.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T04:00:00","29.8","35.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T05:00:00","29.4","34.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T06:00:00","29.2","34.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T07:00:00","29.2","34.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T08:00:00","30.7","36.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T09:00:00","31.1","39.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T10:00:00","31.0","42.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T11:00:00","30.5","44.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T12:00:00","30.5","46.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T13:00:00","30.4","47.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T14:00:00","30.3","48.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T15:00:00","30.1","47.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T16:00:00","30.2","46.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T17:00:00","30.4","43.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T18:00:00","30.6","41.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T19:00:00","30.7","40.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T20:00:00","30.7","39.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T21:00:00","30.5","38.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T22:00:00","30.3","37.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-11T23:00:00","30.1","37.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T00:00:00","29.4","36.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T01:00:00","29.8","36.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T02:00:00","29.7","35.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T03:00:00","29.5","35.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T04:00:00","29.4","34.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T05:00:00","29.0","34.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T06:00:00","28.8","33.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T07:00:00","28.8","33.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T08:00:00","30.2","36.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T09:00:00","30.5","39.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T10:00:00","30.5","41.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T11:00:00","30.0","44.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T12:00:00","30.0","45.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T13:00:00","29.8","46.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T14:00:00","29.7","47.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T15:00:00","29.6","47.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T16:00:00","29.7","45.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T17:00:00","29.9","43.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T18:00:00","30.1","41.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T19:00:00","30.2","39.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T20:00:00","30.1","38.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T21:00:00","29.9","37.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T22:00:00","29.8","37.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-12T23:00:00","29.6","36.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T00:00:00","29.0","35.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T01:00:00","29.3","35.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T02:00:00","29.3","35.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T03:00:00","29.0","34.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T04:00:00","28.9","34.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T05:00:00","28.6","33.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T06:00:00","28.4","33.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T07:00:00","28.3","33.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T08:00:00","29.8","35.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T09:00:00","30.2","38.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T10:00:00","30.2","41.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T11:00:00","29.8","43.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T12:00:00","29.7","45.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T13:00:00","29.5","46.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T14:00:00","29.4","47.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T15:00:00","29.3","46.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T16:00:00","29.3","45.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T17:00:00","29.5","42.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T18:00:00","29.7","40.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T19:00:00","29.8","39.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T20:00:00","29.7","38.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T21:00:00","29.5","37.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T22:00:00","29.4","36.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-13T23:00:00","29.2","36.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T00:00:00","28.6","35.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T01:00:00","28.8","35.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T02:00:00","28.7","34.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T03:00:00","28.5","34.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T04:00:00","28.4","33.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T05:00:00","28.0","33.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T06:00:00","27.8","33.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T07:00:00","27.8","32.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T08:00:00","29.2","35.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T09:00:00","29.7","38.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T10:00:00","29.6","40.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T11:00:00","29.2","43.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T12:00:00","29.2","44.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T13:00:00","29.0","46.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T14:00:00","28.9","46.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T15:00:00","28.8","46.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T16:00:00","28.9","44.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T17:00:00","29.1","42.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T18:00:00","29.2","40.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T19:00:00","29.3","38.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T20:00:00","29.2","37.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T21:00:00","29.1","37.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T22:00:00","29.0","36.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-14T23:00:00","28.8","35.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T00:00:00","28.3","34.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T01:00:00","28.5","34.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T02:00:00","28.5","34.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T03:00:00","28.3","33.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T04:00:00","28.2","33.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T05:00:00","27.8","33.2"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T06:00:00","27.7","32.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T07:00:00","27.5","32.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T08:00:00","28.9","34.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T09:00:00","29.4","37.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T10:00:00","29.4","40.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T11:00:00","29.1","42.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T12:00:00","29.1","44.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T13:00:00","29.0","45.8"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T14:00:00","28.9","46.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T15:00:00","28.8","45.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T16:00:00","28.8","44.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T17:00:00","29.0","41.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T18:00:00","29.2","40.0"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T19:00:00","29.2","38.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T20:00:00","29.1","37.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T21:00:00","28.9","36.7"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T22:00:00","28.8","36.1"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-15T23:00:00","28.5","35.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-16T00:00:00","28.2","34.6"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-16T01:00:00","28.2","34.4"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-16T02:00:00","28.1","33.9"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-16T03:00:00","28.0","33.5"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-16T04:00:00","27.9","33.3"
"USW00014745","CONCORD MUNICIPAL AIRPORT, NH US","11-16T05:00:00","27.5","32.9"
